-1.00 0.00 0.000000
-0.99 0.00 0.000000
-0.98 0.00 0.000000
-0.97 0.00 0.000000
-0.96 0.00 0.000000
-0.95 0.00 0.000000
-0.94 0.00 0.000000
-0.93 0.00 0.000000
-0.92 0.00 0.000000
-0.91 0.00 0.000000
-0.90 0.00 0.000000
-0.89 0.00 0.000000
-0.88 0.00 0.000001
-0.87 0.00 0.000001
-0.86 0.00 0.000001
-0.85 0.00 0.000002
-0.84 0.00 0.000002
-0.83 0.00 0.000004
-0.82 0.00 0.000006
-0.81 0.00 0.000008
-0.80 0.00 0.000012
-0.79 0.00 0.000018
-0.78 0.00 0.000027
-0.77 0.00 0.000041
-0.76 0.00 0.000061
-0.75 0.00 0.000091
-0.74 0.00 0.000135
-0.73 0.00 0.000202
-0.72 0.00 0.000301
-0.71 0.00 0.000450
-0.70 0.00 0.000671
-0.69 0.00 0.001000
-0.68 0.00 0.001492
-0.67 0.00 0.002225
-0.66 0.00 0.003318
-0.65 0.00 0.004945
-0.64 0.00 0.007368
-0.63 0.00 0.010973
-0.62 0.00 0.016325
-0.61 0.00 0.024257
-0.60 0.00 0.035972
-0.59 0.00 0.053194
-0.58 0.00 0.078331
-0.57 0.00 0.114648
-0.56 0.00 0.166345
-0.55 0.00 0.238406
-0.54 0.00 0.335963
-0.53 0.00 0.462950
-0.52 0.00 0.620051
-0.51 0.00 0.802625
-0.50 0.00 1.000000
-0.49 0.00 1.197375
-0.48 0.00 1.379949
-0.47 0.00 1.537050
-0.46 0.00 1.664037
-0.45 0.00 1.761594
-0.44 0.00 1.833655
-0.43 0.00 1.885352
-0.42 0.00 1.921669
-0.41 0.00 1.946806
-0.40 0.00 1.964028
-0.39 0.00 1.975743
-0.38 0.00 1.983675
-0.37 0.00 1.989027
-0.36 0.00 1.992632
-0.35 0.00 1.995055
-0.34 0.00 1.996682
-0.33 0.00 1.997775
-0.32 0.00 1.998508
-0.31 0.00 1.999000
-0.30 0.00 1.999329
-0.29 0.00 1.999550
-0.28 0.00 1.999699
-0.27 0.00 1.999798
-0.26 0.00 1.999865
-0.25 0.00 1.999909
-0.24 0.00 1.999939
-0.23 0.00 1.999959
-0.22 0.00 1.999973
-0.21 0.00 1.999982
-0.20 0.00 1.999988
-0.19 0.00 1.999992
-0.18 0.00 1.999994
-0.17 0.00 1.999996
-0.16 0.00 1.999998
-0.15 0.00 1.999998
-0.14 0.00 1.999999
-0.13 0.00 1.999999
-0.12 0.00 1.999999
-0.11 0.00 2.000000
-0.10 0.00 2.000000
-0.09 0.00 2.000000
-0.08 0.00 2.000000
-0.07 0.00 2.000000
-0.06 0.00 2.000000
-0.05 0.00 2.000000
-0.04 0.00 2.000000
-0.03 0.00 2.000000
-0.02 0.00 2.000000
-0.01 0.00 2.000000
0.00 0.00 2.000000
0.01 0.00 1.776152
0.02 0.00 1.704456
0.03 0.00 1.646696
0.04 0.00 1.597206
0.05 0.00 1.553223
0.06 0.00 1.513214
0.07 0.00 1.476242
0.08 0.00 1.441684
0.09 0.00 1.409104
0.10 0.00 1.378184
0.11 0.00 1.348681
0.12 0.00 1.320406
0.13 0.00 1.293209
0.14 0.00 1.266968
0.15 0.00 1.241581
0.16 0.00 1.216965
0.17 0.00 1.193047
0.18 0.00 1.169767
0.19 0.00 1.147071
0.20 0.00 1.124914
0.21 0.00 1.103254
0.22 0.00 1.082058
0.23 0.00 1.061292
0.24 0.00 1.040930
0.25 0.00 1.020945
0.26 0.00 1.001316
0.27 0.00 0.982022
0.28 0.00 0.963044
0.29 0.00 0.944366
0.30 0.00 0.925972
0.31 0.00 0.907849
0.32 0.00 0.889983
0.33 0.00 0.872363
0.34 0.00 0.854979
0.35 0.00 0.837820
0.36 0.00 0.820876
0.37 0.00 0.804141
0.38 0.00 0.787605
0.39 0.00 0.771261
0.40 0.00 0.755103
0.41 0.00 0.739125
0.42 0.00 0.723320
0.43 0.00 0.707683
0.44 0.00 0.692209
0.45 0.00 0.676894
0.46 0.00 0.661732
0.47 0.00 0.646720
0.48 0.00 0.631854
0.49 0.00 0.617130
0.50 0.00 0.602545
0.51 0.00 0.588095
0.52 0.00 0.573778
0.53 0.00 0.559591
0.54 0.00 0.545530
0.55 0.00 0.531594
0.56 0.00 0.517781
0.57 0.00 0.504087
0.58 0.00 0.490510
0.59 0.00 0.477049
0.60 0.00 0.463702
0.61 0.00 0.450466
0.62 0.00 0.437339
0.63 0.00 0.424321
0.64 0.00 0.411409
0.65 0.00 0.398601
0.66 0.00 0.385896
0.67 0.00 0.373291
0.68 0.00 0.360786
0.69 0.00 0.348379
0.70 0.00 0.336067
0.71 0.00 0.323850
0.72 0.00 0.311725
0.73 0.00 0.299690
0.74 0.00 0.287744
0.75 0.00 0.275885
0.76 0.00 0.264110
0.77 0.00 0.252418
0.78 0.00 0.240807
0.79 0.00 0.229274
0.80 0.00 0.217817
0.81 0.00 0.206433
0.82 0.00 0.195120
0.83 0.00 0.183876
0.84 0.00 0.172697
0.85 0.00 0.161581
0.86 0.00 0.150525
0.87 0.00 0.139525
0.88 0.00 0.128578
0.89 0.00 0.117681
0.90 0.00 0.106831
0.91 0.00 0.096022
0.92 0.00 0.085253
0.93 0.00 0.074518
0.94 0.00 0.063815
0.95 0.00 0.053138
0.96 0.00 0.042483
0.97 0.00 0.031846
0.98 0.00 0.021223
0.99 0.00 0.010609
1.00 0.00 0.000000

-1.00 0.01 0.000000
-0.99 0.01 0.000020
-0.98 0.01 0.000040
-0.97 0.01 0.000061
-0.96 0.01 0.000084
-0.95 0.01 0.000108
-0.94 0.01 0.000136
-0.93 0.01 0.000166
-0.92 0.01 0.000200
-0.91 0.01 0.000238
-0.90 0.01 0.000282
-0.89 0.01 0.000332
-0.88 0.01 0.000389
-0.87 0.01 0.000455
-0.86 0.01 0.000532
-0.85 0.01 0.000620
-0.84 0.01 0.000722
-0.83 0.01 0.000841
-0.82 0.01 0.000980
-0.81 0.01 0.001142
-0.80 0.01 0.001331
-0.79 0.01 0.001554
-0.78 0.01 0.001817
-0.77 0.01 0.002128
-0.76 0.01 0.002499
-0.75 0.01 0.002942
-0.74 0.01 0.003475
-0.73 0.01 0.004120
-0.72 0.01 0.004909
-0.71 0.01 0.005879
-0.70 0.01 0.007084
-0.69 0.01 0.008596
-0.68 0.01 0.010511
-0.67 0.01 0.012964
-0.66 0.01 0.016137
-0.65 0.01 0.020283
-0.64 0.01 0.025755
-0.63 0.01 0.033036
-0.62 0.01 0.042797
-0.61 0.01 0.055956
-0.60 0.01 0.073758
-0.59 0.01 0.097866
-0.58 0.01 0.130438
-0.57 0.01 0.174172
-0.56 0.01 0.232241
-0.55 0.01 0.308027
-0.54 0.01 0.404550
-0.53 0.01 0.523525
-0.52 0.01 0.664204
-0.51 0.01 0.822410
-0.50 0.01 0.990462
-0.49 0.01 1.158421
-0.48 0.01 1.316370
-0.47 0.01 1.456685
-0.46 0.01 1.575262
-0.45 0.01 1.671414
-0.44 0.01 1.746902
-0.43 0.01 1.804767
-0.42 0.01 1.848393
-0.41 0.01 1.880947
